buggy_AG,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,clean,1,1,1,0,1,0,140,0,7,96.44,14,320,121.72,19
clean,clean,4,5,14,3.5311,51,161,229,1,9,102.3,5.29,942,543.43,485
clean,clean,4,4,12,3.26249,42,128,235.92,1,9,182.09,5.5,943,544.39,489
clean,clean,1,2,2,0.281194,29,12,127,0,1,0.86,0.5,944,545.28,175
buggy,buggy,1,1,1,0,3,2,128,0,2,163.86,9,2230,688.72,38
clean,clean,1,4,11,3.06534,47,1,162.55,0,6,21.98,0.91,2231,689.37,119
clean,clean,1,2,2,0.99961,23,20,91,0,4,9.22,3.5,2232,690.36,252
clean,clean,1,4,4,0.95129,76,490,210.75,0,3,44.64,1.5,2233,691.34,253
clean,clean,1,1,1,0,3,3,97,0,2,0,5,2234,692.34,254
buggy,buggy,1,1,1,0,11,17,202,1,3,60.56,5,945,545.53,271
buggy,buggy,1,1,1,0,11,17,188,1,1,401.85,1,946,546.52,272
clean,clean,1,1,1,0,61,35,330,1,3,11.19,7,947,547.34,273
buggy,buggy,1,1,1,0,61,33,322,1,2,11.19,3,948,548.34,274
clean,clean,1,1,1,0,35,16,84,0,6,14.97,15,949,546.61,275
clean,clean,1,1,1,0,1,1,3626,0,29,4.95,618,950,547.49,93
clean,clean,1,1,1,0,1,1,160,0,1,338.95,1,2235,690.65,120
clean,clean,4,20,22,3.33343,403,342,287.59,0,31,73.57,29.59,2236,691.64,428
clean,clean,1,1,1,0,5,4,997,1,7,7.27,14,2237,692.64,256
clean,clean,1,1,1,0,6,4,987,1,5,7.54,9,3,2.86,3
clean,clean,1,1,1,0,0,1,989,1,5,0,10,4,3.86,4
clean,clean,1,1,1,0,2,1,130,0,10,45.54,17,2238,693.4,257
clean,clean,2,2,2,0.918296,1,2,1879,0,29,0.41,313,495,302.26,248
clean,clean,1,4,4,1.9183,6,6,127.5,0,9,131.18,3.75,496,303.26,115
clean,clean,1,1,1,0,1,1,114,0,4,0.02,5,497,304.25,116
clean,clean,1,3,7,1.50264,0,951,155.14,0,12,84.57,5.57,498,305.23,51
buggy,buggy,1,8,4,0,0,0,129.75,0,3,0.01,2.25,501,308.22,119
clean,clean,1,6,3,0,0,0,101.67,0,2,0.01,1.67,502,309.22,120
clean,clean,1,6,3,0,0,0,97.33,0,2,0.01,1.33,503,310.22,121
clean,clean,1,30,80,0,0,0,111.94,0,2,0.01,0.06,504,311.22,122
clean,clean,1,6,3,0,0,0,62,0,2,0.01,1.33,505,312.22,123
clean,clean,1,2,1,0,0,0,217,0,2,0.01,4,506,313.22,124
clean,clean,1,8,7,0,0,0,102.71,0,3,0.01,1.29,507,314.22,125
clean,clean,1,4,5,0,0,0,33.4,0,2,0.01,0.8,508,315.22,126
clean,clean,1,2,1,0,0,0,258,0,2,0.01,5,509,316.22,127
clean,clean,4,26,26,4.23143,102,100,263.62,0,31,0.17,25.88,510,317.22,296
clean,clean,1,1,1,0,1,1,3630,0,29,0.09,622,25,17.38,5
clean,clean,1,1,1,0,0,56,56,0,2,41.98,4,511,318.13,80
clean,clean,1,1,1,0,2,2,24,0,2,0.17,5,512,319.13,129
clean,clean,3,4,4,2,4,4,1055,0,30,39.74,172,513,320.1,228
clean,clean,1,4,4,2,4,4,200.25,0,8,150.46,7.75,514,321.09,38
buggy,buggy,2,2,2,0.961237,4,9,1863,0,29,0.19,315.5,515,322.04,267
clean,clean,1,1,1,0,2,2,3625,0,29,0.02,625,321,121.97,73
clean,clean,1,1,1,0,74,0,0,0,0,0,0,516,322.92,82
clean,clean,2,4,4,1.87128,37,8,972.75,0,30,0.87,159.5,517,323.6,269
clean,clean,3,5,5,1.98391,23,67,792.2,0,29,49.8,126.6,518,324.57,310
clean,clean,1,1,1,0,1,1,3661,0,29,0.16,628,247,134.89,81
clean,clean,1,1,1,0,1,1,3661,0,29,0.7,629,519,325.05,140
clean,clean,1,1,2,1,4,0,349.5,0,4,6.92,4.5,951,545.92,56
clean,clean,1,1,2,1,4,0,349.5,0,3,6.87,3.5,952,546.92,57
buggy,buggy,1,3,3,1.41019,49,37,79,0,4,552.86,5,520,326.01,10
clean,clean,1,1,1,0,1,1,100,0,3,43.86,5,953,547.85,58
clean,clean,1,1,1,0,1,1,100,0,2,183.02,3,954,548.85,59
clean,clean,2,2,2,0.543564,13,3,1086.5,0,27,14.39,218.5,521,326.76,152
clean,clean,1,19,46,5.25702,3495,0,0,0,0,0,0,955,549.36,176
clean,clean,1,1,1,0,1,1,3661,0,29,0.67,630,956,550.31,94
clean,clean,1,1,1,0,2,0,3661,0,29,0.22,631,1176,389.78,275
clean,clean,1,2,2,0.764205,5,4,198,1,3,69.33,3,957,550.89,276
clean,clean,1,5,7,1.63906,10,263,119.43,0,7,10.1,1.43,248,135.45,58
clean,clean,1,1,1,0,4,4,87,0,6,0,7,249,136.45,59
clean,clean,1,4,4,1.88925,10,20,147.5,0,1,0.71,0.25,958,551.69,177
clean,clean,1,2,4,1.6815,0,20,142.75,0,1,0.66,0.5,959,552.39,178
clean,clean,1,1,1,0,37,0,433,0,3,85.16,4,960,553.39,277
clean,clean,1,1,1,0,37,0,433,0,2,85.16,2,961,554.39,278
buggy,buggy,1,1,1,0,4,4,87,0,6,0.9,8,250,137.24,60
clean,clean,2,17,20,4.27481,228,229,66.35,0,7,337.15,2.5,322,122.24,42
clean,clean,1,2,4,1.58565,60,6,136.75,1,3,134.49,1.5,962,553.44,149
clean,clean,1,2,4,1.48069,58,4,136.5,1,2,181.65,0.75,963,554.42,150
buggy,buggy,1,1,2,1,2,2,216.5,1,2,324.93,2,251,137.81,38
clean,clean,1,1,2,1,2,2,216.5,1,2,324.93,2,252,138.81,39
clean,clean,1,1,1,0,1,1,3663,0,29,3.21,632,964,555.04,95
clean,clean,1,1,1,0,0,4,104,0,1,95.9,2,965,555.95,279
clean,clean,1,2,4,1.44914,102,3,114.25,0,3,0.26,1,966,556.94,151
clean,clean,1,1,1,0,0,20,73,0,4,27.04,6,967,557.82,280
clean,clean,1,1,1,0,2,2,160,0,5,93.49,11,968,558.57,152
clean,clean,1,1,1,0,2,0,83,0,2,220.95,2,969,559.53,179
clean,clean,1,3,3,1.26064,81,6,261.33,1,6,205.19,5.33,323,122.98,21
clean,clean,1,1,1,0,6,0,79,0,4,106.76,8,324,123.98,22
clean,clean,1,2,4,1.39207,101,2,114.25,0,2,0.94,0.75,970,559.6,153
clean,clean,1,1,1,0,3,3,210,0,1,49.46,1,522,324.28,133
clean,clean,1,1,1,0,12,3,407,1,2,236.06,2,523,325.25,134
clean,clean,1,1,1,0,12,3,407,1,1,414.03,1,524,326.24,135
clean,clean,2,2,2,1,32,2,176,0,5,194.19,3.5,253,139.21,101
clean,clean,2,2,2,1,32,2,176,0,4,357.85,2,254,140.21,103
clean,clean,1,1,3,1.54186,149,91,200,0,5,226.36,2.33,971,559.59,154
clean,clean,1,1,3,1.54186,149,91,200,0,5,226.1,2.33,972,560.59,155
buggy,buggy,1,1,1,0,6,0,133,0,6,110.14,11,973,561.56,156
clean,clean,1,1,1,0,4,4,151,0,3,1.45,4,255,140.86,63
clean,clean,1,1,1,0,4,4,151,0,3,1.45,3,256,141.86,64
clean,clean,1,5,7,1.28489,337,2,18.57,0,10,1.48,2.86,974,560.83,281
clean,clean,1,5,9,1.78282,544,0,13.78,0,8,12.44,1.78,975,561.82,282
clean,clean,1,1,1,0,0,9,9,0,1,0,1,976,562.82,283
clean,clean,1,1,1,0,16,0,0,0,0,0,0,977,562.79,284
clean,clean,1,1,1,0,16,0,0,0,0,0,0,978,563.79,285
clean,clean,2,3,5,1.97905,120,29,158.4,1,8,44.57,6,979,564.66,217
clean,clean,2,3,5,1.97822,119,28,154.4,1,7,72.22,5,980,565.6,219
clean,clean,1,1,1,0,7,21,2023,1,8,61.84,48,141,94.6,20
clean,clean,1,31,78,5.28186,1969,1335,179.85,0,14,114.16,1.5,525,319.56,136
clean,clean,1,1,1,0,6,3,100,0,2,20.22,11,2239,678.66,258
clean,clean,1,3,3,1.57511,21,0,43.33,0,7,132.55,3,526,320.43,137
clean,clean,1,1,4,1.53636,294,0,0,0,0,0,0,527,320.97,138
clean,clean,1,8,16,2.75657,42,44,343.94,0,11,38.82,3.63,528,319.21,139
clean,clean,1,1,2,0.721928,3,2,529,1,6,45.79,4.5,529,320.21,140
clean,clean,1,3,3,0,0,0,0,0,0,0,0,142,94.28,62
clean,clean,1,1,1,0,0,24,150,0,4,114.16,11,143,95.28,63
clean,clean,2,4,4,0,5,0,140.5,0,5,14.77,1.75,144,96.27,85
buggy,buggy,1,2,2,0.522559,15,2,250.5,1,5,41.03,8.5,145,97.26,22
buggy,buggy,1,1,1,0,5,4,3663,0,29,21.38,633,981,551.57,96
clean,clean,1,1,2,0.964079,15,3,206,1,1,43.8,1,530,320.66,141
clean,clean,1,1,1,0,1,5,371,1,4,0.71,14,146,98.12,23
clean,clean,1,3,3,1.58496,3,3,171.33,0,7,132.48,4,531,321.59,142
clean,clean,1,3,3,1.58496,3,3,171.33,0,7,213.55,3.67,532,322.59,143
clean,clean,1,2,2,1,2,2,213.5,0,12,561.87,16.5,533,323.59,34
clean,clean,1,3,5,1.91274,75,35,398.8,0,6,36.35,5,534,324.57,144
clean,clean,1,2,3,0.68381,18,13,126,0,3,182.73,1.33,535,325.57,145
clean,clean,1,9,9,3.04654,57,68,78.56,0,5,283.77,1,536,326.56,146
clean,clean,1,1,1,0,8,15,71,0,3,27.07,10,257,138.59,65
clean,clean,1,1,1,0,1,2,302,0,2,0.04,4,26,17.42,8
clean,clean,1,1,1,0,7,1,335,0,4,41.85,15,147,99.1,65
clean,clean,2,3,3,1.5,1,3,162.67,0,9,115.45,9,148,100.08,90
clean,clean,1,1,1,0,3,3,193,0,4,95.28,7,258,139.55,66
clean,clean,1,1,1,0,3,3,193,0,4,95.26,6,259,140.55,67
clean,clean,2,14,15,3.88673,428,10,48,0,9,6.07,1.33,538,328.45,291
clean,clean,1,12,15,2.16451,186,83,208.4,0,11,349,1.67,982,551.54,286
buggy,buggy,1,7,10,2.79639,926,0,8.5,0,5,14.61,1,983,552.53,180
buggy,buggy,1,22,73,5.49528,1047,347,102.08,0,9,229.89,0.52,539,328.98,149
clean,clean,1,10,13,3.43112,98,81,176.31,0,10,109.05,1.77,540,329.95,150
clean,clean,1,1,1,0,1,1,36,0,3,243.5,5,541,330.94,35
clean,clean,1,5,18,3.20788,321,306,274.83,0,9,24.95,1.83,542,331.94,151
clean,clean,2,15,34,4.3947,413,196,103.47,0,10,98.45,1.24,543,332.9,188
clean,clean,1,1,1,0,13,2,715,1,6,21.85,9,6,2.77,2
clean,clean,1,1,1,0,13,2,704,1,3,152.33,3,7,3.77,3
clean,clean,1,1,1,0,1,1,452,1,2,247.07,4,544,333.85,41
clean,clean,1,1,1,0,1,1,449,1,1,435.15,1,545,334.85,42
clean,clean,1,1,1,0,4,4,715,1,4,0.28,4,8,4.76,4
clean,clean,1,1,1,0,4,4,726,1,7,0.28,10,9,5.76,5
clean,clean,1,1,5,0,0,0,0,0,0,0,0,546,335.39,153
clean,clean,1,17,26,1.89834,326,315,207.77,0,12,40.35,2.73,547,336.36,154
clean,clean,1,3,3,1.33558,62,2,23.33,0,4,73.78,2,548,336.75,155
clean,clean,3,15,18,4.07494,192,193,206,0,29,425.96,32.72,325,121.23,120
clean,clean,1,1,1,0,2,2,2647,0,29,0,553,326,122.22,75
clean,clean,1,2,2,0.999142,29,29,85.5,0,1,31.46,0.5,327,123.22,24
clean,clean,2,10,10,3.27596,63,3,371.7,0,29,122.03,57.4,149,99.93,73
buggy,buggy,1,1,1,0,1,1,3664,0,29,6.63,634,150,100.93,7
clean,clean,1,1,1,0,21,7,606,1,5,356.38,9,549,335.9,43
clean,clean,1,1,1,0,21,7,607,1,6,251.26,11,550,336.9,44
clean,clean,1,10,13,2.94129,1902,0,17.08,0,4,42.72,0.31,551,337.82,156
clean,clean,1,16,38,4.21849,134,151,168.26,0,14,12.33,1.53,552,338.34,157
clean,clean,1,12,17,3.02191,7,1922,158.53,0,5,2.21,0.82,553,339.31,158
clean,clean,1,1,1,0,1,2,65,1,2,263.01,2,984,547.44,287
clean,clean,1,1,1,0,8,8,170,0,2,372.87,2,341,96.24,29
clean,clean,1,10,17,2.7828,655,373,211,0,9,79.02,3.24,554,339.62,159
clean,clean,1,1,1,0,1,1,3664,0,29,2.58,635,985,547.12,97
clean,clean,1,2,3,1.58496,3,3,72,0,6,162.91,4.67,555,339.28,160
clean,clean,1,2,3,1.5,39,13,501.33,0,6,147.14,8,556,340.27,161
clean,clean,1,2,3,1.58496,3,3,70.67,0,5,317.25,4,557,341.27,162
clean,clean,1,2,3,1.58496,3,3,83.67,0,7,556.56,7,558,342.27,35
clean,clean,1,8,9,2.23489,278,156,176.44,1,4,94.21,2.44,986,546.54,288
clean,clean,1,14,27,4.50136,1352,0,0,0,0,0,0,987,547.53,181
clean,clean,2,2,2,0.929364,18,11,1893.5,0,29,27.33,320.5,1177,376.32,309
clean,clean,3,4,4,1.93361,25,79,234,0,9,39.33,24.25,988,547.72,477
clean,clean,2,3,3,0.445681,66,45,115.33,1,3,2.01,2.67,989,547.71,473
clean,clean,2,2,2,0.485461,9,10,1374,0,29,74.7,278,559,341.6,157
clean,clean,1,8,10,3.27761,11,11,171.4,0,7,107.49,2.1,560,342.57,163
clean,clean,1,8,10,3.25163,12,12,171.4,0,7,308.54,1.5,561,343.53,164
clean,clean,1,8,10,3.27761,11,11,166.3,0,11,657.31,3.7,562,344.53,36
clean,clean,1,1,1,0,0,1,3664,0,29,2.3,637,563,345.53,145
clean,clean,2,2,2,0.94566,21,1,1356,0,29,71.38,279,564,346.51,311
clean,clean,1,1,1,0,1,1,2659,0,29,0,557,565,347.51,147
clean,clean,1,1,1,0,2,18,111,0,3,40.07,10,566,348.51,166
clean,clean,1,3,3,1.3712,220,14,10.67,0,1,4.01,0.33,567,349.5,167
clean,clean,1,1,1,0,3,1,380,1,2,117.47,6,568,350.49,168
clean,clean,1,1,1,0,3,1,380,1,2,322,5,569,351.49,169
clean,clean,1,9,10,3.22679,15,23,139.2,1,5,135.97,3.3,990,548.03,291
clean,clean,1,2,2,0.619382,9,4,150.5,1,3,35.93,2.5,570,351.87,45
clean,clean,1,2,2,0.619382,9,4,150.5,1,2,34.56,2,571,352.86,46
clean,clean,1,7,13,3.32812,260,24,45.62,0,1,2.98,0.08,991,548.02,184
clean,clean,2,15,26,3.64214,1492,420,154.19,0,5,45.34,0.77,572,353.15,217
clean,clean,1,8,9,2.27135,337,110,154.22,1,5,91.25,2.44,992,548.17,292
clean,clean,1,2,2,0.950338,36,10,371,1,2,54.02,1.5,5,4.35,5
clean,clean,1,2,2,0.684038,3,8,153,1,3,2.03,2.5,573,353.53,48
clean,clean,1,2,2,0.764205,2,7,153,1,4,2.04,3,574,354.53,49
clean,clean,3,3,3,1.5505,29,17,972.33,0,29,82.91,188.67,575,355.51,371
clean,clean,2,3,4,1.66983,28,14,53.25,1,3,144.74,1.5,993,548.26,478
clean,clean,1,1,1,0,1,1,50,0,2,0.08,3,994,549.26,159
clean,clean,1,9,11,2.9443,159,84,195,0,1,85.24,0.27,2240,663.75,259
clean,clean,2,2,2,0.811278,8,0,297.5,0,4,575.59,2,2241,664.69,265
clean,clean,2,2,2,0.811278,8,0,275.5,0,2,662.66,1,2242,665.69,267
clean,clean,1,1,1,0,1,1,3663,0,29,3.59,638,995,549.84,98
clean,clean,1,1,1,0,1,1,3663,0,29,0.51,639,996,550.37,99
clean,clean,1,1,1,0,2,2,2645,0,29,1.09,559,997,551.3,100
clean,clean,1,1,1,0,1,1,3663,0,29,1.15,640,342,96.21,32
clean,clean,1,2,2,0.80147,23,18,79.5,0,5,147.06,4.5,343,97.08,30
clean,clean,5,9,11,2.74933,198,115,493.55,1,29,75.08,64.27,2243,664.45,564
clean,clean,1,1,1,0,31,1,50,0,2,3.85,4,998,549.76,160
clean,clean,1,1,1,0,31,1,50,0,2,3.93,3,999,550.76,161
clean,clean,1,1,1,0,1,1,3665,0,29,0.44,642,1000,551.66,101
clean,clean,1,1,1,0,88,96,1279,0,5,255.92,7,260,136.99,68
buggy,buggy,1,2,6,2.28104,9,9,92.17,0,3,78.89,1.17,576,353.35,172
clean,clean,1,2,6,2.40564,8,8,92,0,3,306.24,1,577,354.35,173
clean,clean,1,2,6,2.40564,8,8,90.5,0,6,668.57,2.5,578,355.34,37
clean,clean,1,1,1,0,2,2,3665,0,29,0.87,643,261,137.83,82
clean,clean,1,1,1,0,2,2,2084,0,27,46.62,436,262,138.83,83
clean,clean,1,1,1,0,2,2,2645,0,29,3.79,560,263,139.83,84
buggy,buggy,1,20,40,5.27761,44,44,146.43,0,11,318.81,1.1,264,140.83,69
clean,clean,1,20,40,5.28673,43,43,152.03,0,11,117.22,1.65,265,141.82,70
buggy,buggy,1,1,1,0,1,1,2645,0,29,0.04,561,328,122.09,76
buggy,buggy,1,1,1,0,1,1,3665,0,29,0.06,644,329,123.09,77
buggy,buggy,1,1,1,0,2,2,2084,0,27,0.07,437,266,142.81,85
clean,clean,1,1,1,0,2,2,2645,0,29,0.02,562,267,143.81,86
clean,clean,1,1,1,0,2,2,3665,0,29,0.02,645,268,144.81,87
clean,clean,1,2,2,1,2,2,330,0,2,454.51,2.5,269,145.76,71
clean,clean,1,2,2,1,2,2,98,0,4,24.11,5.5,270,146.76,72
clean,clean,1,2,2,0.863121,8,6,526.5,0,8,15.06,7.5,271,147.58,73
clean,clean,1,2,2,0.863121,8,6,691,0,7,239.85,4.5,272,148.58,74
clean,clean,1,1,1,0,3,0,104,0,3,44.89,5,1001,550.52,162
clean,clean,1,1,1,0,3,0,103,0,2,44.88,2,1002,551.52,163
buggy,buggy,1,1,1,0,14,8,312,0,1,479.08,1,273,149.3,75
clean,clean,1,1,1,0,14,8,312,0,2,268.2,3,274,150.3,76
clean,clean,1,3,5,1.31128,16,0,133.2,0,4,315.55,1.2,579,354.91,174
clean,clean,1,1,1,0,2,2,3665,0,29,2.81,646,275,151.1,88
clean,clean,1,1,1,0,2,2,2645,0,29,2.81,563,276,152.1,89
clean,clean,1,1,1,0,2,2,2084,0,27,2.81,438,277,153.1,90
clean,clean,1,2,2,1,4,2,123.5,0,4,22.55,4,278,154.07,77
clean,clean,1,2,2,1,4,2,116,0,4,22.55,5,279,155.06,78
clean,clean,1,1,1,0,1,1,2645,0,29,3.1,564,280,155.27,91
clean,clean,1,1,1,0,1,1,3665,0,29,3.11,647,281,156.27,92
buggy,buggy,1,3,4,1.97095,64,16,87.5,0,2,289.43,0.75,1003,548.3,294
clean,clean,1,1,2,0.783221,67,36,334,1,2,237.06,1,2244,659.69,263
clean,clean,2,4,4,1.79532,16,19,797.25,1,28,379.98,132.75,34,16.47,18
buggy,buggy,1,1,1,0,1,1,44,0,2,286.7,2,344,97.17,31
clean,clean,1,1,1,0,1,1,147,0,3,62.37,4,2245,660.21,122
clean,clean,1,1,2,0.51857,36,7,366,1,3,150.75,2,2246,661.19,264
clean,clean,1,3,3,1.52193,5,5,300.33,1,14,233.08,27.33,35,17.44,8
clean,clean,1,1,1,0,4,10,104,0,1,485.49,1,282,156.58,79
clean,clean,1,1,1,0,5,11,105,0,3,22.58,5,283,157.58,80
clean,clean,2,2,2,0.970951,5,5,1457.5,0,29,50.65,283,1004,546.58,397
clean,clean,1,1,1,0,1,1,3665,0,29,4.12,648,2247,660.83,128
clean,clean,3,50,68,4.95979,991,879,274.09,0,13,232.58,1.69,2248,661.82,434
clean,clean,2,4,12,3.49345,44,55,148.25,0,4,77.05,2,1005,546.74,358
clean,clean,2,2,2,0.999974,332,332,166,0,4,0.01,5,1006,547.73,360
clean,clean,2,2,2,0.999974,334,334,167,0,2,64.1,2.5,1007,548.73,362
clean,clean,1,1,1,0,15,11,139,1,3,135.98,4,1008,549.68,164
clean,clean,1,1,1,0,15,11,141,1,1,465.11,1,1009,550.68,165
clean,clean,1,1,1,0,0,147,147,0,1,0.15,1,2249,662.72,266
clean,clean,1,2,2,0.994842,66,76,121.5,0,2,0.3,3.5,1010,551.49,299
buggy,buggy,3,11,11,2.3162,13,111,153.27,0,7,0.58,2.73,2250,663.44,438
clean,clean,2,4,9,1.94906,67,11,300.11,0,29,74.67,63,1011,550.6,109
clean,clean,1,1,1,0,9,1,241,1,3,50.41,4,330,122.25,24
clean,clean,1,1,1,0,9,1,241,1,3,50.46,4,331,123.25,25
clean,clean,1,23,37,2.96737,659,433,208.08,0,9,195.23,1.84,1012,551.04,300
buggy,buggy,1,10,31,4.42385,889,549,195.84,0,11,263.95,1.29,1013,552.02,301
clean,clean,1,2,2,0.508812,120,119,83,0,2,464.53,1.5,1014,553.01,302
clean,clean,1,4,4,1.54879,8,8,300.75,0,5,29.84,7.5,1015,553.98,303
clean,clean,1,3,3,1.14883,7,7,326.67,0,5,0.06,7,1016,554.98,304
clean,clean,1,1,1,0,3,6,144,0,4,161.69,5,1017,555.92,305
clean,clean,1,1,1,0,3,6,148,0,5,163.85,7,1018,556.92,306
buggy,buggy,2,2,2,0.439497,2,9,278.5,0,4,3.23,4.5,1019,557.83,372
buggy,buggy,2,4,11,3.23593,14,0,151,0,4,2.78,2.27,1020,558.7,374
clean,clean,1,1,1,0,1,1,3665,0,29,3.49,649,1021,559.62,104
clean,clean,2,3,11,3.29222,54,58,146.64,0,3,183.99,1.82,1022,560.03,376
clean,clean,1,1,2,0.970951,3,7,230.5,1,4,38.43,3.5,1023,560.77,166
clean,clean,1,1,2,1,2,6,230.5,1,3,37.74,3,1024,561.77,167
clean,clean,1,3,3,0.816689,2,22,159,0,9,75.14,5.67,1025,562.36,310
clean,clean,2,4,4,1.48853,21,5,147.25,1,3,24.1,2.75,1026,563.23,497
clean,clean,1,1,1,0,11,15,143,1,4,4.92,5,1027,564.2,168
clean,clean,1,1,1,0,11,15,145,1,2,4.92,2,1028,565.2,169
clean,clean,1,3,3,0.993417,84,0,33.67,0,4,262.87,1.67,2251,661.34,40
clean,clean,2,4,4,1.69262,67,53,1000.5,0,29,41.05,168.75,2252,662.32,397
buggy,buggy,3,4,4,0.604665,36,27,1007.25,0,29,15.2,169.25,2253,662.82,524
clean,clean,1,2,2,0.62142,191,87,488.5,1,3,229.56,4,1029,565.23,170
clean,clean,1,2,2,0.648526,185,74,485,1,3,224.5,3.5,1030,566.23,171
clean,clean,1,1,1,0,4,0,97,0,2,392.38,2,1031,566.42,172
clean,clean,1,1,1,0,4,0,97,0,2,392.38,2,1032,567.42,173
clean,clean,1,1,1,0,2,2,201,0,2,4,4,1033,568.32,312
clean,clean,1,1,1,0,2,2,229,0,3,3.94,8,1034,569.32,313
clean,clean,1,1,1,0,1,1,76,0,11,696.89,32,1035,570.27,105
clean,clean,1,1,1,0,1,1,76,0,11,696.89,32,1036,571.27,106
clean,clean,2,2,3,1.26393,32,2,893,1,8,132.16,7.33,6,5.04,6
buggy,buggy,2,2,3,1.26393,32,2,895.33,1,7,196.52,5.33,7,6.04,8
clean,clean,1,1,1,0,45,26,382,0,3,68.11,8,580,343.98,84
clean,clean,1,1,1,0,45,26,382,0,4,68.14,10,581,344.97,85
clean,clean,1,1,1,0,3,1,186,0,3,27.04,9,345,96.84,32
buggy,buggy,2,3,3,1.37878,7,7,1038,1,29,78.08,192.33,582,344.78,199
clean,clean,1,1,1,0,55,50,149,0,2,31.31,10,2254,658.95,270
clean,clean,1,2,2,0.413817,10,2,104,0,4,0.68,7,2256,660.49,127
clean,clean,1,1,1,0,2,0,227,0,19,150.14,36,284,154.39,93
clean,clean,1,1,1,0,2,0,230,0,18,150.14,31,285,155.39,94
clean,clean,1,1,1,0,3,1,168,0,13,554.15,25,286,156.39,95
clean,clean,4,40,51,3.21132,63,77,183.27,0,19,23.09,4.51,2257,661.13,581
clean,clean,2,2,2,0.468996,13,7,1115,1,27,333.81,221,583,343.34,228
clean,clean,1,1,1,0,2,2,203,0,7,116.09,14,584,344.23,51
clean,clean,2,4,10,2.30383,308,390,353.6,1,7,281.19,1.9,2258,660.39,402
clean,clean,2,2,2,1,4,4,93.5,0,8,116.15,11.5,287,156.56,123
clean,clean,0,0,0,0,0,0,0,0,0,0,0,585,344.74,0
clean,clean,0,0,0,0,0,0,0,0,0,0,0,586,345.74,0
clean,clean,1,1,1,0,1,1,2645,0,29,5.02,568,288,157.36,96
buggy,buggy,1,4,4,2,4,4,93.25,0,3,507.22,3,266,71.96,0
buggy,buggy,1,1,1,0,1,1,130,0,1,479.98,2,267,72.96,1
clean,clean,2,8,8,2.20641,388,223,654.5,0,29,122.88,84.13,2259,660.8,406
buggy,buggy,1,1,1,0,1,1,3471,0,29,0.01,654,289,158.32,97
buggy,buggy,2,5,5,1.58296,248,0,797,0,29,111.19,116.6,2260,661.76,408
clean,clean,2,2,2,0.721928,5,5,113,0,7,101.24,6.5,290,159.3,180
clean,clean,1,1,1,0,1,1,108,0,6,28.22,10,291,160.3,83
clean,clean,1,3,3,1.57766,36,1,68.67,0,7,186.89,6.67,2261,662.72,276
clean,clean,1,1,1,0,1,1,515,0,3,399.77,4,292,161.05,84
clean,clean,1,6,6,2.12809,14,14,173.17,0,10,253.61,4.67,2262,662.11,277
buggy,buggy,1,1,1,0,1,1,2810,0,29,2.76,570,332,121.71,78
clean,clean,1,1,1,0,12,0,172,0,5,294.94,11,2263,662.42,41
clean,clean,1,2,2,1,4,4,60,0,2,547.18,1.5,333,122.53,25
clean,clean,1,2,5,1.77305,114,106,169.2,1,3,174.67,1.6,346,96.7,33
clean,clean,1,2,2,0.456684,26,26,72,0,4,305.1,5,2264,662.4,130
clean,clean,1,10,10,2.8434,672,24,46.2,0,2,10.8,1.9,2265,663.38,278
clean,clean,2,17,17,2.65881,155,96,318.12,0,31,169.61,40.24,2266,664.09,413
clean,clean,1,1,1,0,1,1,38,0,5,33.88,7,293,160.73,85
clean,clean,1,1,1,0,1,1,38,0,5,33.87,7,294,161.73,86
buggy,buggy,1,1,2,1,4,2,119,0,1,327.19,2,2267,664.85,42
clean,clean,1,4,4,1.91366,45,62,144.75,0,1,0.59,0.5,2268,665.84,280
clean,clean,1,1,1,0,7,0,191,0,4,49.16,8,1037,555.76,314
clean,clean,1,1,1,0,7,5,226,1,3,151.13,4,1038,556.76,315
clean,clean,1,1,1,0,12,12,2009,1,8,64.13,49,1039,557.74,174
clean,clean,1,1,1,0,12,12,1822,1,7,133.96,31,1040,558.74,175
clean,clean,1,1,1,0,23,5,1144,1,5,405.93,6,295,162.36,87
clean,clean,1,1,1,0,23,5,1140,1,6,55.14,8,296,163.36,88
clean,clean,1,1,1,0,428,0,0,0,0,0,0,2269,665.98,8
clean,clean,1,1,1,0,3,3,2810,0,29,4.51,571,151,92.77,8
clean,clean,1,1,1,0,1,1,3472,0,29,1.82,656,152,93.77,9
clean,clean,2,6,8,0.576519,998,3,379,0,29,5.07,72.25,1041,559.34,114
clean,clean,1,1,1,0,1,0,198,0,5,0.88,9,1042,559.96,316
clean,clean,1,1,1,0,1,0,228,0,4,0.88,5,1043,560.96,317
clean,clean,2,8,8,2.6416,18,18,144.88,0,10,5,4.13,2270,666.47,324
clean,clean,2,2,2,0.863121,1,6,1813,0,29,6.65,330,1044,561.85,426
clean,clean,1,3,3,1.58496,3,3,94,0,6,2.48,3.67,2271,667.4,282
clean,clean,1,7,7,2.71503,59,66,121.71,1,5,96.24,2.86,1045,562.72,319
clean,clean,2,3,3,0,0,0,0,0,4,364.78,2,297,164.06,132
clean,clean,2,3,3,0,0,0,0,0,4,364.78,2,298,165.06,134
clean,clean,1,7,7,2.73246,57,64,122.43,1,7,404.23,2.43,1046,563.66,320
